,V5838,V8367,V10939,V28566,V32978,V34100,V35111,V35112,V35969,V36591,V37498,V39323,V39686,V39747,V39958,V45759,V48582,V48899,V55228,V55754,V56379,V58500,V61340,V62358,V63315,V66072,V69585,V70883,V76092,V79057,V84524,V95102,V95164,V102598,V106296,V106297,V107496,V111125,V118266,V118269,V118302,V118666,V118894,V120638,V124088,V124488,V129878,V129936,V129937,V134325,V134725,V141788,V142900,V142956,V145438,V146421,V147290,V151341,V153774,V159164,label
39,1.2648783149235745,1.1291456615915658,1.4806189356679114,0.7384282969954723,0.951356090497095,-0.5306362805817627,0.4333751845292092,-1.1571158323890187,-0.2587008766276538,0.1252803521412449,-0.1950150567877653,-0.3510661149198845,-0.5306362805817627,-0.2535479787791854,0.6156836931044437,-1.7465135999527253,-1.624016430821425,-0.3510661149198845,1.4806189356679114,0.5649755554912355,1.159965128621985,-0.2535479787791854,0.5649755554912355,0.3954001607614589,-1.7465135999527253,0.7384282969954723,-0.4682099539801854,0.951356090497095,0.1252803521412449,0.2759217038697811,1.6243707222183164,-1.103837003581278,1.9958517757561296,0.2759217038697811,-1.829489661893453,-1.5873245122354618,-0.1737304581992349,2.0304893722683413,-1.829489661893453,-0.1737304581992349,-1.812642932830276,-1.5873245122354618,-0.1950150567877653,-1.103837003581278,0.4333751845292092,-1.1571158323890187,2.0304893722683413,1.624341455464782,1.828233590210658,1.624341455464782,1.828233590210658,-0.4839046147678621,0.6156836931044437,0.3954001607614589,1.9958517757561296,1.1291456615915658,-0.2587008766276538,1.159965128621985,-0.4682099539801854,-1.613554432155456,False
30,2.0333731047436574,1.2009824373661908,1.6725813307348874,0.8090904280489578,3.033419416155592,0.8443724172202168,-1.0038844410412375,-0.551416135062895,1.877691609050629,1.2149902390720684,0.4911968269077819,-0.5182399327671218,0.8443724172202168,0.5564634504948976,0.45005002185303,0.259040432715017,1.8707353117332568,-0.5182399327671218,1.6725813307348874,1.4201765181626236,0.0357378305667839,0.5564634504948976,1.4201765181626236,-2.400554391365916,0.259040432715017,0.8090904280489578,-1.0325340466406248,3.033419416155592,1.2149902390720684,1.035860693807462,0.0415832091979157,0.1636452271314966,0.4704623463470266,1.035860693807462,0.3235068707559601,-2.1099713088974323,0.0669114216120868,0.6257147269025747,0.3235068707559601,0.0669114216120868,-0.7877993047122717,-2.1099713088974323,0.4911968269077819,0.1636452271314966,-1.0038844410412375,-0.551416135062895,0.6257147269025747,-0.0519502573779831,0.0531018064770507,-0.0519502573779831,0.0531018064770507,1.7521241107246277,0.45005002185303,-2.400554391365916,0.4704623463470266,1.2009824373661908,1.877691609050629,0.0357378305667839,-1.0325340466406248,-0.7570508394091184,False
1,1.0035007751189555,0.1374238391338136,0.5116784651288611,0.5685415590721067,-0.851933501389338,0.899494900515854,-0.1132598442779554,-0.448895438512666,-0.3843505881512231,0.144826156630158,-0.68745113325849,0.1938351782381764,0.899494900515854,0.0600925000431614,0.1050833282023984,1.0139355737708775,-0.0514611408275931,0.1938351782381764,0.5116784651288611,-1.0206699759487663,-0.7724201140762611,0.0600925000431614,-1.0206699759487663,1.8557480564559583,1.0139355737708775,0.5685415590721067,-1.054168515829733,-0.851933501389338,0.144826156630158,-0.8571372396664787,-0.7270488627615201,-0.578021052256525,-0.0187455206172184,-0.8571372396664787,-0.0031943206687994,-0.4119543262963205,0.1122998278828527,1.064516330663674,-0.0031943206687994,0.1122998278828527,-1.348614780843255,-0.4119543262963205,-0.68745113325849,-0.578021052256525,-0.1132598442779554,-0.448895438512666,1.064516330663674,0.2118573258174687,0.1158006325538181,0.2118573258174687,0.1158006325538181,-0.6592079103380389,0.1050833282023984,1.8557480564559583,-0.0187455206172184,0.1374238391338136,-0.3843505881512231,-0.7724201140762611,-1.054168515829733,-0.6103028998540191,True
12,0.4473756393917797,-0.7078856050109332,-2.2228829688533454,-0.6700196541458681,-0.4653842085413994,0.9480421385846456,-0.4530424197806629,-0.9007325124778978,-0.9966261302405702,0.5172379453596873,0.5476354885260543,-0.3640232900474657,0.9480421385846456,-0.254396723075861,-0.5602953871723283,0.5522885524367427,1.823513031283198,-0.3640232900474657,-2.2228829688533454,-1.7029827915489375,0.8672569209443247,-0.254396723075861,-1.7029827915489375,0.1506077086862116,0.5522885524367427,-0.6700196541458681,-0.3109822540958135,-0.4653842085413994,0.5172379453596873,-0.6256207692579148,0.1972191423648005,0.231798706193052,-0.6804875663846831,-0.6256207692579148,1.2049805171540369,0.7054883283685255,1.6251982642297154,-0.5054483416280909,1.2049805171540369,1.6251982642297154,1.5250360192031056,0.7054883283685255,0.5476354885260543,0.231798706193052,-0.4530424197806629,-0.9007325124778978,-0.5054483416280909,0.1889502101041193,-1.1759195375272402,0.1889502101041193,-1.1759195375272402,-3.013369964237492,-0.5602953871723283,0.1506077086862116,-0.6804875663846831,-0.7078856050109332,-0.9966261302405702,0.8672569209443247,-0.3109822540958135,0.6848882837478276,True
19,-1.0974271630452237,-0.2679391252802063,-1.4354728811138708,-0.8145793520995787,-1.643302111561697,2.57302402219196,0.3009970161503428,0.6534459379720161,-0.4986643649834314,-1.1736681223765182,1.1131238034911204,2.065764450991872,2.57302402219196,0.0770741678332338,-0.9209771442186736,3.0451040789298967,1.168461295418196,2.065764450991872,-1.4354728811138708,-0.6581550047234517,-2.4736552519855675,0.0770741678332338,-0.6581550047234517,-0.1326614785350119,3.0451040789298967,-0.8145793520995787,2.596215040085755,-1.643302111561697,-1.1736681223765182,-1.6903738184379091,-0.3723768231128008,0.6948041769784638,-1.4017177296873176,-1.6903738184379091,0.3128881546692579,-0.1004802564870874,-0.2795645746665138,-0.1931313053410966,0.3128881546692579,-0.2795645746665138,0.3740460522055015,-0.1004802564870874,1.1131238034911204,0.6948041769784638,0.3009970161503428,0.6534459379720161,-0.1931313053410966,-1.428436170301699,-0.4887900234534593,-1.428436170301699,-0.4887900234534593,-1.0635509891955075,-0.9209771442186736,-0.1326614785350119,-1.4017177296873176,-0.2679391252802063,-0.4986643649834314,-2.4736552519855675,2.596215040085755,1.218241233667529,True
11,-2.920965761598546,-0.9942231287281754,-0.5801040482956423,-0.5482286401925276,-1.0069407450163046,-0.3073808456515515,1.4186906299590956,0.3965084705144987,-1.2246824966117962,0.0511724099908733,0.7134963686507162,2.8167956665740124,-0.3073808456515515,-1.8288777536249623,-1.3520071034999426,0.7762908510391776,2.41009576478738,2.8167956665740124,-0.5801040482956423,-0.079368139335517,-0.2484291260590483,-1.8288777536249623,-0.079368139335517,-0.3949371944924789,0.7762908510391776,-0.5482286401925276,1.20494301034148,-1.0069407450163046,0.0511724099908733,0.5912441917342424,-0.522225320793097,1.5020235964250748,0.1794322902379357,0.5912441917342424,1.231143055073954,0.9910391805036328,1.099865485318195,-1.2832250210573526,1.231143055073954,1.099865485318195,0.9748658612760746,0.9910391805036328,0.7134963686507162,1.5020235964250748,1.4186906299590956,0.3965084705144987,-1.2832250210573526,-1.789083033350948,-1.28096952052198,-1.789083033350948,-1.28096952052198,-0.9490454489398524,-1.3520071034999426,-0.3949371944924789,0.1794322902379357,-0.9942231287281754,-1.2246824966117962,-0.2484291260590483,1.20494301034148,-0.5668970459315397,True
27,-0.1620957686633323,0.7942154531551112,-0.8930036550560824,-1.727820308274245,0.0214705156714451,0.2935088671288696,0.0924357025428659,0.0032373496491882,1.039022441237976,0.0172992146607101,0.0968411275973918,-0.7885729484394238,0.2935088671288696,-0.2414372657623616,-0.1050404375136996,-0.3830298402968364,0.0547207961412281,-0.7885729484394238,-0.8930036550560824,0.2283614297165496,1.3527967152547469,-0.2414372657623616,0.2283614297165496,-0.4860277168954832,-0.3830298402968364,-1.727820308274245,1.3726587619858714,0.0214705156714451,0.0172992146607101,0.4622429273707637,1.663115919675106,-0.0875301829874439,0.3274888059601016,0.4622429273707637,0.3755653321542639,-0.0120576578913778,-0.7638540495861496,-2.9522050977227505,0.3755653321542639,-0.7638540495861496,-0.5158711219087893,-0.0120576578913778,0.0968411275973918,-0.0875301829874439,0.0924357025428659,0.0032373496491882,-2.9522050977227505,-1.2955413059531444,-1.0932594616980156,-1.2955413059531444,-1.0932594616980156,0.8269333228414977,-0.1050404375136996,-0.4860277168954832,0.3274888059601016,0.7942154531551112,1.039022441237976,1.3527967152547469,1.3726587619858714,-0.8571569581611225,False
16,-1.2919970774127305,-0.3237638735511765,0.4485520938803686,-0.4109155755963773,-0.3248981071959683,-0.7711603529873341,-0.7279207280736246,-0.334997936351818,-0.4928301129565775,0.4265736482783213,0.3617856568769339,-2.1692335400917133,-0.7711603529873341,1.3659260955440369,0.577542212408792,0.587975877616439,-0.5438141766586965,-2.1692335400917133,0.4485520938803686,0.4143324168840724,-1.7944010057168898,1.3659260955440369,0.4143324168840724,0.7921996804695672,0.587975877616439,-0.4109155755963773,0.1251607813737682,-0.3248981071959683,0.4265736482783213,-1.135194021585649,-1.1647643944474062,-1.5349300491225557,-0.0159826839066503,-1.135194021585649,-1.8102012320477048,-0.7364914239001393,-0.6189118071766573,0.4013743307571672,-1.8102012320477048,-0.6189118071766573,0.4155420177948705,-0.7364914239001393,0.3617856568769339,-1.5349300491225557,-0.7279207280736246,-0.334997936351818,0.4013743307571672,0.5173983690339905,0.2417922832327746,0.5173983690339905,0.2417922832327746,-0.1094811593909921,0.577542212408792,0.7921996804695672,-0.0159826839066503,-0.3237638735511765,-0.4928301129565775,-1.7944010057168898,0.1251607813737682,-1.4495532383170169,True
31,-0.4011409557378388,0.3856698173549055,-1.4039808373212657,1.5408488302960983,-0.0190426228398235,0.9072403306784536,-0.8426993371925953,-0.0919368063853799,-1.4284482964431435,-0.9265907582973156,0.7359847543685563,-1.2028230604888384,0.9072403306784536,-1.9320440282648204,-0.6775459142161296,-0.247311223947736,-0.6083432484229765,-1.2028230604888384,-1.4039808373212657,-0.3693085190527578,0.9690028383183984,-1.9320440282648204,-0.3693085190527578,-0.1139074316606045,-0.247311223947736,1.5408488302960983,0.3969608668170335,-0.0190426228398235,-0.9265907582973156,-1.1520922901300978,0.1820323202708974,1.3775957519288704,-1.492761026598955,-1.1520922901300978,-0.4515493056607473,-0.345570066506645,-0.2029106185273046,-0.5034928882048092,-0.4515493056607473,-0.2029106185273046,0.7896748766378386,-0.345570066506645,0.7359847543685563,1.3775957519288704,-0.8426993371925953,-0.0919368063853799,-0.5034928882048092,-0.9971338063684396,0.8329554825043616,-0.9971338063684396,0.8329554825043616,0.5519808509229444,-0.6775459142161296,-0.1139074316606045,-1.492761026598955,0.3856698173549055,-1.4284482964431435,0.9690028383183984,0.3969608668170335,1.2181810465333371,False
9,-1.656431315712921,0.4415194771537348,-0.1519448494496346,-0.8352682417499592,-0.6849371760800914,-0.6215261350228088,1.2382049054746995,0.9568456807491642,0.8213154360887223,-0.1439626535937778,1.829338515308021,2.1927565549514,-0.6215261350228088,-0.4295481656312826,0.1302172502571813,0.5477537800854296,0.3314787778263061,2.1927565549514,-0.1519448494496346,-1.9122940477813943,0.2249161711342284,-0.4295481656312826,-1.9122940477813943,0.2331667271124013,0.5477537800854296,-0.8352682417499592,-0.1737972243860158,-0.6849371760800914,-0.1439626535937778,-0.6919438582831704,-0.5546707352036274,0.0908952541947288,0.0788681689837018,-0.6919438582831704,-0.3897701495514987,-0.5807921486968484,0.5674564138137064,-1.3822741541360954,-0.3897701495514987,0.5674564138137064,1.786148974490413,-0.5807921486968484,1.829338515308021,0.0908952541947288,1.2382049054746995,0.9568456807491642,-1.3822741541360954,-0.2895636621368679,-1.134407053975667,-0.2895636621368679,-1.134407053975667,-0.9100003932161048,0.1302172502571813,0.2331667271124013,0.0788681689837018,0.4415194771537348,0.8213154360887223,0.2249161711342284,-0.1737972243860158,1.0209352928391964,True
