,V5838,V8367,V10939,V28566,V32978,V34100,V35111,V35112,V35969,V36591,V37498,V39323,V39686,V39747,V39958,V45759,V48582,V48899,V55228,V55754,V56379,V58500,V61340,V62358,V63315,V66072,V69585,V70883,V76092,V79057,V84524,V95102,V95164,V102598,V106296,V106297,V107496,V111125,V118266,V118269,V118302,V118666,V118894,V120638,V124088,V124488,V129878,V129936,V129937,V134325,V134725,V141788,V142900,V142956,V145438,V146421,V147290,V151341,V153774,V159164,label
23,0.7822894452204758,1.601870333393268,0.2978772931485757,1.139882407057403,0.0332747782362827,1.2548657746085752,2.024138759838548,0.6456684150588412,0.0126438596124508,-0.8464235474700442,-0.8918586650469322,0.2260717314836899,1.2548657746085752,0.8853569469121277,0.150257211485693,0.0402742212009294,0.5649355418526881,0.2260717314836899,0.2978772931485757,-0.0537995637803993,-0.2110871726314154,0.8853569469121277,-0.0537995637803993,0.2202485493873711,0.0402742212009294,1.139882407057403,0.0656339055282952,0.0332747782362827,-0.8464235474700442,0.5657507846328813,-0.8532725887642775,-0.0995137243450372,-1.2364784529764188,0.5657507846328813,1.417523099496685,1.0214404695481758,-0.8234221132564168,-1.406625659002884,1.417523099496685,-0.8234221132564168,-0.3650706959834519,1.0214404695481758,-0.8918586650469322,-0.0995137243450372,2.024138759838548,0.6456684150588412,-1.406625659002884,0.6857607363596834,1.181509578119503,0.6857607363596834,1.181509578119503,0.4038537234254477,0.150257211485693,0.2202485493873711,-1.2364784529764188,1.601870333393268,0.0126438596124508,-0.2110871726314154,0.0656339055282952,0.2979971765791643,False
13,0.5340643094378388,0.0483646721572466,0.6143596148083472,-1.243412212098694,-0.4193421071273858,-1.0485960453853769,-0.0471880196267721,-1.2573176153482697,-1.7812424776197138,0.1918306353658378,-1.5569270493457932,-0.5836070043561828,-1.0485960453853769,0.3046251670595687,0.340743319696949,1.022597887367369,-0.7416770214154002,-0.5836070043561828,0.6143596148083472,0.3245484306345845,0.2004824637268444,0.3046251670595687,0.3245484306345845,0.1355643839970384,1.022597887367369,-1.243412212098694,1.6113533392976924,-0.4193421071273858,0.1918306353658378,0.502511194495345,-1.0189365486051687,1.5667462045206453,0.3174272177796858,0.502511194495345,0.3450581065113661,0.5442267201329274,-0.0073959482341778,-0.3435839065959055,0.3450581065113661,-0.0073959482341778,0.647847226736314,0.5442267201329274,-1.5569270493457932,1.5667462045206453,-0.0471880196267721,-1.2573176153482697,-0.3435839065959055,-0.073231610176359,0.2083978010333986,-0.073231610176359,0.2083978010333986,-0.6643303140990069,0.340743319696949,0.1355643839970384,0.3174272177796858,0.0483646721572466,-1.7812424776197138,0.2004824637268444,1.6113533392976924,-1.5886253104358146,True
38,1.1825570344024707,0.6194836816944916,0.1531591245491546,1.6237262461329658,0.2665304311066603,-1.5374601948309932,-0.1642187150891114,-0.1793392900096362,0.5020460969804912,-0.8271739587504998,-0.9879741828498918,-1.1888934458517046,-1.5374601948309932,1.2328766831096858,2.190958287734841,-1.0245747952138973,-0.6155263629789051,-1.1888934458517046,0.1531591245491546,0.9646075712999655,0.7372527585084534,1.2328766831096858,0.9646075712999655,-1.6156678499843862,-1.0245747952138973,1.6237262461329658,-0.0948798953244876,0.2665304311066603,-0.8271739587504998,1.502624001298465,0.5368643769371004,-1.169984686350147,-0.1069659930467959,1.502624001298465,-0.1003608929748501,-0.3208749943073696,-0.2831023271018063,-0.1977707620144897,-0.1003608929748501,-0.2831023271018063,-0.4205768535019853,-0.3208749943073696,-0.9879741828498918,-1.169984686350147,-0.1642187150891114,-0.1793392900096362,-0.1977707620144897,-0.1635553357247026,0.3525936504582111,-0.1635553357247026,0.3525936504582111,-1.3959338960748773,2.190958287734841,-1.6156678499843862,-0.1069659930467959,0.6194836816944916,0.5020460969804912,0.7372527585084534,-0.0948798953244876,-1.829574619346592,False
20,0.2276997392289111,1.3932246121735048,0.3347981995410423,1.0014878353731171,-0.2656091235145676,-2.0479190724141447,-0.7017201084590571,-0.8045299380484591,0.6136862458582698,0.0638644066409397,-1.8986222769219956,-0.5646808831978597,-2.0479190724141447,0.3655644933075307,0.8072319855188737,-0.2467480327743066,-1.3280838071391363,-0.5646808831978597,0.3347981995410423,1.2898167501861344,0.297053095062789,0.3655644933075307,1.2898167501861344,-1.0960593499013769,-0.2467480327743066,1.0014878353731171,-2.099173240197428,-0.2656091235145676,0.0638644066409397,-1.032480952164529,1.1388857002665569,0.0121117084225097,0.468177337955216,-1.032480952164529,-0.3698246081278197,-1.3016218284100662,0.0805530418427431,0.8854374599279287,-0.3698246081278197,0.0805530418427431,-1.9834463752342528,-1.3016218284100662,-1.8986222769219956,0.0121117084225097,-0.7017201084590571,-0.8045299380484591,0.8854374599279287,-0.764715495122293,-1.3737804265354312,-0.764715495122293,-1.3737804265354312,1.3000166036175165,0.8072319855188737,-1.0960593499013769,0.468177337955216,1.3932246121735048,0.6136862458582698,0.297053095062789,-2.099173240197428,-0.283047345386723,False
7,0.3363481292691623,-0.81178205339538,0.4768047843287344,-0.1077276413490946,0.9462930458752278,-0.2572837508417878,0.3072871572038482,0.65236802002773,-1.1592402430894715,-0.3284723738891583,0.4081364597120316,-0.0179701109977002,-0.2572837508417878,-1.1888649673313103,-0.4754748138141677,1.7907141537020184,-0.7856746329002251,-0.0179701109977002,0.4768047843287344,-2.2366967631024184,0.6521407792658546,-1.1888649673313103,-2.2366967631024184,0.4635500355244251,1.7907141537020184,-0.1077276413490946,0.447818210013541,0.9462930458752278,-0.3284723738891583,-0.5206161610409374,-0.9182786782317942,1.462333915468268,-0.4143624053012563,-0.5206161610409374,0.8166388773004203,0.3919584480000848,-1.3404919751631144,-0.6774374572315978,0.8166388773004203,-1.3404919751631144,0.4972338659177281,0.3919584480000848,0.4081364597120316,1.462333915468268,0.3072871572038482,0.65236802002773,-0.6774374572315978,-0.8895742977982265,-0.266393716615531,-0.8895742977982265,-0.266393716615531,1.016946836608183,-0.4754748138141677,0.4635500355244251,-0.4143624053012563,-0.81178205339538,-1.1592402430894715,0.6521407792658546,0.447818210013541,-0.2237931437015684,True
22,1.1944073222438036,-0.1943204300960866,1.209147785165167,0.3053322240303737,-0.2928826679836494,0.2997877011488181,-0.9510346331485752,-0.3749058718597298,1.7420835278271494,0.720619455700928,-0.6881462294200912,0.0491406940248906,0.2997877011488181,0.6091113102365997,0.3849127684069779,-2.187254791411897,-1.9929109883147769,0.0491406940248906,1.209147785165167,1.1281130217191166,1.9111314680908296,0.6091113102365997,1.1281130217191166,-0.5854242450259911,-2.187254791411897,0.3053322240303737,-0.4663525911318059,-0.2928826679836494,0.720619455700928,1.1498628021336028,-0.2514505492751277,-1.0469054514132858,0.4706048624083519,1.1498628021336028,-2.275044799464612,-1.3167096413980934,-2.334225700126661,2.24010132114319,-2.275044799464612,-2.334225700126661,-1.0960865149745755,-1.3167096413980934,-0.6881462294200912,-1.0469054514132858,-0.9510346331485752,-0.3749058718597298,2.24010132114319,2.151548756992569,1.4907466783623815,2.151548756992569,1.4907466783623815,0.2094282010513025,0.3849127684069779,-0.5854242450259911,0.4706048624083519,-0.1943204300960866,1.7420835278271494,1.9111314680908296,-0.4663525911318059,-0.117365034058579,False
32,0.7720386358403978,1.166995460391631,2.002826288371549,0.4550148732568528,1.721420016218649,-1.357020859501658,0.3971030657510336,-0.1238214000230174,0.7618206840009184,-1.1340694826125268,-1.8494687923248048,-0.5413085672613199,-1.357020859501658,0.0578214810445373,-1.281291199383526,-0.1957720594420567,-0.104354256246469,-0.5413085672613199,2.002826288371549,-0.092110020488686,1.0035613620754855,0.0578214810445373,-0.092110020488686,-0.8484543025478735,-0.1957720594420567,0.4550148732568528,-0.1985544982275963,1.721420016218649,-1.1340694826125268,2.6700157734416248,2.2145754245930416,-1.200092804241012,-0.8560281615391462,2.6700157734416248,-1.6240566949273534,-1.860431156491571,-0.735165300574109,0.5271980527662745,-1.6240566949273534,-0.735165300574109,-0.1435950480525926,-1.860431156491571,-1.8494687923248048,-1.200092804241012,0.3971030657510336,-0.1238214000230174,0.5271980527662745,1.0091918657907182,1.15784060301753,1.0091918657907182,1.15784060301753,0.8255955852678271,-1.281291199383526,-0.8484543025478735,-0.8560281615391462,1.166995460391631,0.7618206840009184,1.0035613620754855,-0.1985544982275963,-1.0971398702237625,False
4,-0.8162930476721251,-0.4932279433991798,0.4609962110425413,0.1857812802855669,-0.2828415871067051,0.5726133222821159,0.236794827897598,0.768165213658331,-0.4378604608426908,-0.6830662982495137,-0.949159810572572,1.018057090679477,0.5726133222821159,-0.9637721947378994,-0.7007286568209906,0.4177388103590083,0.2042103534735456,1.018057090679477,0.4609962110425413,-2.0275779572211143,0.1661597353037358,-0.9637721947378994,-2.0275779572211143,0.5248623121903271,0.4177388103590083,0.1857812802855669,-0.1931514006261702,-0.2828415871067051,-0.6830662982495137,-1.1204973458196403,-0.2721012848592981,-1.7564598313981648,0.418735944874074,-1.1204973458196403,-0.0889121540819079,-1.4758031666171152,-1.0591958627518865,-0.8925309434076771,-0.0889121540819079,-1.0591958627518865,-0.3265709336539844,-1.4758031666171152,-0.949159810572572,-1.7564598313981648,0.236794827897598,0.768165213658331,-0.8925309434076771,-0.0084347889885547,-1.591842605471631,-0.0084347889885547,-1.591842605471631,0.8251038803117995,-0.7007286568209906,0.5248623121903271,0.418735944874074,-0.4932279433991798,-0.4378604608426908,0.1661597353037358,-0.1931514006261702,0.2278228642675814,True
25,-0.8442696174280686,1.0395785240356858,0.4514204986245662,0.4601792722269613,0.6922100467355339,-1.522321491945544,-1.633522389780908,-2.970182792291143,0.3153355564120204,1.5231167875852945,-0.2054093051175864,-1.2442030691162882,-1.522321491945544,1.8310174884552264,2.2228923157098177,0.3426316486160584,0.6704213178263826,-1.2442030691162882,0.4514204986245662,0.6549001407584081,0.4247243403433562,1.8310174884552264,0.6549001407584081,-0.9332495594194442,0.3426316486160584,0.4601792722269613,-0.351032658917754,0.6922100467355339,1.5231167875852945,0.3380973205891263,1.3407765825513511,-0.2542416158482808,1.590961750191212,0.3380973205891263,-0.8662608559932539,-0.9464516258546808,0.5191952451625111,0.0925525200301376,-0.8662608559932539,0.5191952451625111,-1.4657528089674452,-0.9464516258546808,-0.2054093051175864,-0.2542416158482808,-1.633522389780908,-2.970182792291143,0.0925525200301376,2.213602619253589,1.6686784134026045,2.213602619253589,1.6686784134026045,0.9954238638103716,2.2228923157098177,-0.9332495594194442,1.590961750191212,1.0395785240356858,0.3153355564120204,0.4247243403433562,-0.351032658917754,-0.4877747683779896,False
37,-0.397469388491432,-0.2757109572084227,0.6418972377015663,1.722112076407828,-0.1682721567496124,-0.1328338653614786,-0.2809711287803054,0.340376916004942,1.5335180741347958,-0.3200184960807901,-0.7219978649344956,-0.7459609811792343,-0.1328338653614786,-1.483616181435503,-1.559337912643382,-0.0463731195570692,-1.0170206416237633,-0.7459609811792343,0.6418972377015663,0.8071953567338438,-1.0104970757010037,-1.483616181435503,0.8071953567338438,-0.1054424213626028,-0.0463731195570692,1.722112076407828,0.5609588236774584,-0.1682721567496124,-0.3200184960807901,1.3675550901894151,0.9676092546169316,1.200852948444969,2.168125788507061,1.3675550901894151,0.0450496248048412,-0.6044873198251511,-1.293251182315399,-0.1301100017726426,0.0450496248048412,-1.293251182315399,1.806128954280601,-0.6044873198251511,-0.7219978649344956,1.200852948444969,-0.2809711287803054,0.340376916004942,-0.1301100017726426,-0.6704553462276943,-1.2009781620691111,-0.6704553462276943,-1.2009781620691111,-0.0613680436055733,-1.559337912643382,-0.1054424213626028,2.168125788507061,-0.2757109572084227,1.5335180741347958,-1.0104970757010037,0.5609588236774584,-0.8660691923899322,False
